_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,exception,data._target_,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init._target_,model.init.algorithm,model.init.k,model.init.m,model.init.metric,model.init.name,model.init.precompute,model.init.symmetric,model.init.weights,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers,model.init.C,model.init.class_weight,model.init.fit_intercept,model.init.penalty,model.init.solver,model.init.tol,id,stage,model.init.gamma,model.init.kernel
deckard.base.experiment.Experiment,14db5c7955bff5963ce5a5ed99f185f6,sms_spam,cpu,14db5c7955bff5963ce5a5ed99f185f6,14db5c7955bff5963ce5a5ed99f185f6,GzipKNN,14db5c7955bff5963ce5a5ed99f185f6,14db5c7955bff5963ce5a5ed99f185f6,0.88,4.144653167724609,cpu,1709317426.5960748,1709317411.8418589,15.696871954,0.15696871954,cpu,1709317411.8417232,1709317406.733918,6.041627739,0.06041627739,sms_spam/reports/gzip_knn/100-0/train/14db5c7955bff5963ce5a5ed99f185f6/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,sms_spam,14db5c7955bff5963ce5a5ed99f185f6,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,0,True,True,100,100,label,deckard.base.model.ModelInitializer,brute,3.0,-1,Gzip,gzip_classifier.GzipKNN,True,Asymmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,,,
deckard.base.experiment.Experiment,157edda058b96ec5af6458826d98edfc,sms_spam,cpu,157edda058b96ec5af6458826d98edfc,157edda058b96ec5af6458826d98edfc,GzipKNN,157edda058b96ec5af6458826d98edfc,157edda058b96ec5af6458826d98edfc,0.87,4.49004093170166,cpu,1709320334.1851056,1709320320.7079518,13.873606516,0.13873606516,cpu,1709320320.7078693,1709320315.750615,5.322803281,0.05322803281,sms_spam/reports/gzip_knn/100-0/train/157edda058b96ec5af6458826d98edfc/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,sms_spam,157edda058b96ec5af6458826d98edfc,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,0,True,True,100,100,label,deckard.base.model.ModelInitializer,brute,1.0,-1,Ratio,gzip_classifier.GzipKNN,True,Asymmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,,,
deckard.base.experiment.Experiment,15964568944241416043776ad91623ce,sms_spam,cpu,15964568944241416043776ad91623ce,15964568944241416043776ad91623ce,GzipKNN,15964568944241416043776ad91623ce,15964568944241416043776ad91623ce,0.87,4.49004093170166,cpu,1709318848.3996696,1709318836.0089972,12.713004221,0.12713004221,cpu,1709318836.0087864,1709318831.1783447,5.009846521,0.05009846521,sms_spam/reports/gzip_knn/100-0/train/15964568944241416043776ad91623ce/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,sms_spam,15964568944241416043776ad91623ce,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,0,True,True,100,100,label,deckard.base.model.ModelInitializer,brute,3.0,-1,Pickle,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,,,
deckard.base.experiment.Experiment,18dd30f8d219116ea0b882238c5a58d6,sms_spam,cpu,18dd30f8d219116ea0b882238c5a58d6,18dd30f8d219116ea0b882238c5a58d6,GzipKNN,18dd30f8d219116ea0b882238c5a58d6,18dd30f8d219116ea0b882238c5a58d6,0.87,4.49004093170166,cpu,1709320023.5312076,1709320010.7565362,13.253857139,0.13253857139,cpu,1709320010.7562952,1709320005.879723,4.999693121,0.04999693121,sms_spam/reports/gzip_knn/100-0/train/18dd30f8d219116ea0b882238c5a58d6/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,sms_spam,18dd30f8d219116ea0b882238c5a58d6,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,0,True,True,100,100,label,deckard.base.model.ModelInitializer,ball_tree,11.0,-1,Jaro,gzip_classifier.GzipKNN,True,Symmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,,,
deckard.base.experiment.Experiment,19547d50dc9d08da829cc8a9c1b8aa95,sms_spam,cpu,19547d50dc9d08da829cc8a9c1b8aa95,19547d50dc9d08da829cc8a9c1b8aa95,GzipKNN,19547d50dc9d08da829cc8a9c1b8aa95,19547d50dc9d08da829cc8a9c1b8aa95,0.87,4.49004093170166,cpu,1709318786.646984,1709318768.879871,18.294569263,0.18294569263,cpu,1709318768.8797746,1709318763.7587843,5.796649153,0.05796649153,sms_spam/reports/gzip_knn/100-0/train/19547d50dc9d08da829cc8a9c1b8aa95/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,sms_spam,19547d50dc9d08da829cc8a9c1b8aa95,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,0,True,True,100,100,label,deckard.base.model.ModelInitializer,ball_tree,7.0,-1,BZ2,gzip_classifier.GzipKNN,True,Symmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,,,
deckard.base.experiment.Experiment,1b9185b5aff83b2363ded2d481397518,sms_spam,cpu,1b9185b5aff83b2363ded2d481397518,1b9185b5aff83b2363ded2d481397518,GzipKNN,1b9185b5aff83b2363ded2d481397518,1b9185b5aff83b2363ded2d481397518,0.9,3.453877639770508,cpu,1709319978.6210966,1709319963.791002,15.728822548,0.15728822548,cpu,1709319963.790928,1709319958.2721794,6.483201016,0.06483201016,sms_spam/reports/gzip_knn/100-0/train/1b9185b5aff83b2363ded2d481397518/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,sms_spam,1b9185b5aff83b2363ded2d481397518,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,0,True,True,100,100,label,deckard.base.model.ModelInitializer,ball_tree,7.0,-1,Gzip,gzip_classifier.GzipKNN,True,Asymmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,,,
deckard.base.experiment.Experiment,1bf27a657d7aba0ad0562378ab9f7f38,sms_spam,cpu,1bf27a657d7aba0ad0562378ab9f7f38,1bf27a657d7aba0ad0562378ab9f7f38,GzipKNN,1bf27a657d7aba0ad0562378ab9f7f38,1bf27a657d7aba0ad0562378ab9f7f38,0.87,4.49004093170166,cpu,1709319713.0400002,1709319699.3255832,14.168324707,0.14168324707,cpu,1709319699.3255,1709319694.2060874,5.499061185,0.05499061185,sms_spam/reports/gzip_knn/100-0/train/1bf27a657d7aba0ad0562378ab9f7f38/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,sms_spam,1bf27a657d7aba0ad0562378ab9f7f38,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,0,True,True,100,100,label,deckard.base.model.ModelInitializer,ball_tree,5.0,-1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Asymmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,,,
deckard.base.experiment.Experiment,1c6d1fdd7ceaf697960a517d4472b6b0,sms_spam,cpu,1c6d1fdd7ceaf697960a517d4472b6b0,1c6d1fdd7ceaf697960a517d4472b6b0,GzipKNN,1c6d1fdd7ceaf697960a517d4472b6b0,1c6d1fdd7ceaf697960a517d4472b6b0,0.87,4.49004093170166,cpu,1709317187.9449692,1709317174.3977766,13.99831808,0.1399831808,cpu,1709317174.397703,1709317169.2537851,5.514369787,0.05514369787,sms_spam/reports/gzip_knn/100-0/train/1c6d1fdd7ceaf697960a517d4472b6b0/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,sms_spam,1c6d1fdd7ceaf697960a517d4472b6b0,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,0,True,True,100,100,label,deckard.base.model.ModelInitializer,ball_tree,5.0,-1,Jaro,gzip_classifier.GzipKNN,True,Asymmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,,,
deckard.base.experiment.Experiment,1c866402c4caebda2f98a534b130446f,sms_spam,cpu,1c866402c4caebda2f98a534b130446f,1c866402c4caebda2f98a534b130446f,GzipKNN,1c866402c4caebda2f98a534b130446f,1c866402c4caebda2f98a534b130446f,0.87,4.49004093170166,cpu,1709317357.9054725,1709317294.1661465,64.636452375,0.64636452375,cpu,1709317294.1659944,1709317283.6171577,11.167885247,0.11167885247,sms_spam/reports/gzip_knn/100-0/train/1c866402c4caebda2f98a534b130446f/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,sms_spam,1c866402c4caebda2f98a534b130446f,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,0,True,True,100,100,label,deckard.base.model.ModelInitializer,brute,3.0,-1,Lzma,gzip_classifier.GzipKNN,True,Symmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,,,
deckard.base.experiment.Experiment,211015de9382b1c3cdf77f667788e3a5,sms_spam,cpu,211015de9382b1c3cdf77f667788e3a5,211015de9382b1c3cdf77f667788e3a5,GzipKNN,211015de9382b1c3cdf77f667788e3a5,211015de9382b1c3cdf77f667788e3a5,0.91,3.108489875793457,cpu,1709318174.0682552,1709318102.613378,72.363308474,0.72363308474,cpu,1709318102.6129453,1709318085.3183644,18.109833711,0.18109833711,sms_spam/reports/gzip_knn/100-0/train/211015de9382b1c3cdf77f667788e3a5/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,sms_spam,211015de9382b1c3cdf77f667788e3a5,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,0,True,True,100,100,label,deckard.base.model.ModelInitializer,brute,11.0,-1,Lzma,gzip_classifier.GzipKNN,True,Asymmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,,,
